#{"t_start": 1764549363.365636, "env_id": "custom-roundabout-v0"}
r,l,t
4.745051,6,424.04894
2.146862,3,424.111177
19.086959,20,424.47878
6.882458,8,424.589578
6.674175,8,424.741249
1.973613,3,424.793876
4.757859,6,424.908678
13.801659,15,425.236021
18.728309,20,425.606675
18.760776,20,425.866018
19.467579,20,426.188799
19.420035,20,426.505421
19.25348,20,426.929206
9.562125,11,427.206731
4.776203,6,427.324961
5.846001,7,427.442315
19.439334,20,427.828294
18.829792,20,428.25229
18.941966,20,428.519026
2.147201,3,428.599653
7.020579,8,428.782168
8.609727,10,429.003494
18.89924,20,429.320344
19.227376,20,429.638568
9.110912,11,429.879583
18.689319,20,430.144189
19.084575,20,430.457925
12.886301,14,430.717315
12.937672,14,430.943541
18.669061,20,431.322681
19.044145,20,431.693763
6.800759,8,431.854071
11.067247,12,432.053442
7.762287,9,432.260681
1.959384,3,432.313564
2.961666,4,432.42077
3.982057,5,432.508299
4.791924,6,432.591262
2.010328,3,432.653143
1.973613,3,432.715243
19.305547,20,433.035196
19.183454,20,433.40904
3.103193,4,433.490838
3.042751,4,433.55973
19.050062,20,434.048194
2.977828,4,434.140663
4.776203,6,434.257198
18.846105,20,434.67596
18.978239,20,435.0612
1.975009,3,435.122875
3.998108,5,435.237003
18.731561,20,435.660334
18.772492,20,435.970184
19.278187,20,436.287151
7.620391,9,436.489721
19.315509,20,436.860408
18.887516,20,437.183611
4.026229,5,437.255687
19.279117,20,437.6301
18.939467,20,438.054242
9.808361,11,438.320916
7.070812,8,438.505674
19.154847,20,438.87289
7.712933,9,439.049616
19.392649,20,439.317826
19.059924,20,439.754638
18.992433,20,440.182783
6.85323,8,440.36681
6.026419,7,440.50569
18.700311,20,440.819567
13.844436,15,441.1091
18.843816,20,441.527371
19.496137,20,441.917081
18.833729,20,442.347018
4.818268,6,442.447141
8.340859,9,442.650629
4.027844,5,442.782746
18.728309,20,443.091582
18.905414,20,443.456325
1.975009,3,443.517283
1.964267,3,443.568954
6.774039,8,443.722632
4.892913,6,443.823995
